37,22877,0x21c912a7,0x21e912a7
37,22877,0x21c912a7,0x21e912a7
0,0,0x34e29086,0x00029086
89,54458,0x41924880,0x0cb24880
73,44455,0x732c1eed,0x734c1eed
68,41118,0x27eea2ee,0x730ea2ef
154,93590,0x744d6831,0x746d6831
10,6524,0x08da93f9,0x53fa93fa
73,44455,0x732c1eed,0x734c1eed
154,93590,0x744d6831,0x746d6831
154,93590,0x744d6831,0x746d6831
154,93590,0x744d6831,0x746d6831
73,44455,0x732c1eed,0x734c1eed
73,44455,0x732c1eed,0x734c1eed
33,20002,0x44541921,0x0f741921
154,93590,0x744d6831,0x746d6831
5,3048,0x6907d20c,0x3427d20c
73,44455,0x732c1eed,0x734c1eed
68,41118,0x27eea2ee,0x730ea2ef
41,24859,0x3d128bd3,0x08328bd3
154,93590,0x744d6831,0x746d6831
20,12414,0x3c72f9bb,0x0792f9bb
23,14402,0x01441d7b,0x4c641d7c
140,84950,0x07623787,0x47623787
0,0,0x34e29086,0x00029086
37,22877,0x21c912a7,0x21e912a7
37,22877,0x21c912a7,0x21e912a7
73,44455,0x732c1eed,0x734c1eed
154,93590,0x744d6831,0x746d6831
0,0,0x34e29086,0x00029086
73,44455,0x732c1eed,0x734c1eed
154,93590,0x744d6831,0x746d6831
37,22877,0x21c912a7,0x21e912a7
5,3048,0x6907d20c,0x3427d20c
155,93590,0x744d6831,0x746d6831
0,0,0x34e29086,0x00029086
154,93590,0x744d6831,0x746d6831
57,34760,0x0a1ef8e2,0x553ef8e3
155,93590,0x744d6831,0x746d6831
20,12414,0x3c72f9bb,0x0792f9bb
67,41118,0x27eea2ee,0x730ea2ef
154,93590,0x744d6831,0x746d6831
155,93590,0x744d6831,0x746d6831
73,44455,0x732c1eed,0x734c1eed
73,44455,0x732c1eed,0x734c1eed
46,28089,0x10d83e52,0x5bf83e53
132,80310,0x43071991,0x0e271991
154,93590,0x744d6831,0x746d6831
154,93590,0x744d6831,0x746d6831
10,6524,0x08da93f9,0x53fa93fa
37,22877,0x21c912a7,0x21e912a7
37,22877,0x21c912a7,0x21e912a7
10,6524,0x08da93f9,0x53fa93fa
0,0,0x34e29086,0x00029086
68,41683,0x57efdd16,0x230fdd16
73,44455,0x732c1eed,0x734c1eed
73,44455,0x732c1eed,0x734c1eed
33,20002,0x44541921,0x0f741921
0,0,0x34e29086,0x00029086
41,24859,0x3d128bd3,0x08328bd3
79,47716,0x350a170f,0x002a170f
37,22877,0x21c912a7,0x21e912a7
20,12414,0x3c72f9bb,0x0792f9bb
10,6524,0x08da93f9,0x53fa93fa
154,93590,0x744d6831,0x746d6831
5,3048,0x6907d20c,0x3427d20c
31,19015,0x374744ab,0x026744ab
68,41118,0x27eea2ee,0x730ea2ef
154,93590,0x744d6831,0x746d6831
23,14402,0x01441d7b,0x4c641d7c
10,6524,0x08da93f9,0x53fa93fa
73,44455,0x732c1eed,0x734c1eed
20,12414,0x3c72f9bb,0x0792f9bb
20,12414,0x3c72f9bb,0x0792f9bb
154,93590,0x744d6831,0x746d6831
73,44455,0x732c1eed,0x734c1eed
154,93590,0x744d6831,0x746d6831
72,44004,0x7ecea0b2,0x49eea0b2
0,0,0x34e29086,0x00029086
37,22877,0x21c912a7,0x21e912a7
5,3048,0x6907d20c,0x3427d20c
154,93590,0x744d6831,0x746d6831
154,93590,0x744d6831,0x746d6831
154,93590,0x744d6831,0x746d6831
10,6524,0x08da93f9,0x53fa93fa
152,92151,0x366bbda4,0x018bbda4
152,92151,0x366bbda4,0x018bbda4
152,92414,0x7bb95ab8,0x46d95ab8
132,80310,0x43071991,0x0e271991
154,93590,0x744d6831,0x746d6831
37,22877,0x21c912a7,0x21e912a7
5,3048,0x6907d20c,0x3427d20c
73,44455,0x732c1eed,0x734c1eed
0,0,0x34e29086,0x00029086
155,93590,0x744d6831,0x746d6831
37,22877,0x21c912a7,0x21e912a7
154,93590,0x744d6831,0x746d6831
154,93590,0x744d6831,0x746d6831
23,14402,0x01441d7b,0x4c641d7c
154,93590,0x744d6831,0x746d6831
154,93590,0x744d6831,0x746d6831
152,92151,0x366bbda4,0x018bbda4
154,93590,0x744d6831,0x746d6831
37,22877,0x21c912a7,0x21e912a7
73,44455,0x732c1eed,0x734c1eed
33,20002,0x44541921,0x0f741921
152,92151,0x366bbda4,0x018bbda4
152,92151,0x366bbda4,0x018bbda4
73,44455,0x732c1eed,0x734c1eed
154,93590,0x744d6831,0x746d6831
73,44455,0x732c1eed,0x734c1eed
0,0,0x08629086,0x00029086
37,22877,0x21c912a7,0x21e912a7
154,93590,0x744d6831,0x746d6831
154,93590,0x744d6831,0x746d6831
39,23945,0x62416e1a,0x02416e1b
0,0,0x34e29086,0x00029086
18,10990,0x6a221fe6,0x35421fe6
68,41118,0x27eea2ee,0x730ea2ef
154,93590,0x744d6831,0x746d6831
0,0,0x34e29086,0x00029086
101,61596,0x26a23332,0x71c23333
73,44455,0x732c1eed,0x734c1eed
154,93590,0x744d6831,0x746d6831
154,93590,0x744d6831,0x746d6831
73,44455,0x732c1eed,0x734c1eed
0,0,0x34e29086,0x00029086
41,24859,0x3d128bd3,0x08328bd3
73,44455,0x732c1eed,0x734c1eed
0,0,0x34e29086,0x00029086
59,35788,0x6de3303d,0x0de3303e
69,41683,0x57efdd16,0x230fdd16
37,22877,0x21c912a7,0x21e912a7
0,0,0x34e29086,0x00029086
154,93590,0x744d6831,0x746d6831
73,44455,0x732c1eed,0x734c1eed
10,6524,0x08da93f9,0x53fa93fa
33,20002,0x44541921,0x0f741921
155,93590,0x744d6831,0x746d6831
37,22877,0x21c912a7,0x21e912a7
154,93590,0x744d6831,0x746d6831
0,0,0x34e29086,0x00029086
5,3048,0x6907d20c,0x3427d20c
81,49037,0x3e04b1a3,0x0924b1a3
68,41118,0x27eea2ee,0x730ea2ef
18,10990,0x6a221fe6,0x35421fe6
0,0,0x34e29086,0x00029086
154,93590,0x744d6831,0x746d6831
37,22877,0x21c912a7,0x21e912a7
57,34760,0x0a1ef8e2,0x553ef8e3
73,44455,0x732c1eed,0x734c1eed
154,93590,0x744d6831,0x746d6831
13,7985,0x4fdb2935,0x1afb2935
0,0,0x34e29086,0x00029086
73,44455,0x732c1eed,0x734c1eed
0,0,0x34e29086,0x00029086
0,0,0x34e29086,0x00029086
0,0,0x34e29086,0x00029086
37,22877,0x21c912a7,0x21e912a7
23,14478,0x45fec2b4,0x111ec2b4
81,49037,0x3e04b1a3,0x0924b1a3
81,49037,0x3e04b1a3,0x0924b1a3
37,22877,0x21c912a7,0x21e912a7
154,93590,0x744d6831,0x746d6831
0,0,0x34e29086,0x00029086
37,22877,0x21c912a7,0x21e912a7
154,93590,0x744d6831,0x746d6831
132,80310,0x43071991,0x0e271991
154,93590,0x744d6831,0x746d6831
37,22877,0x21c912a7,0x21e912a7
101,61596,0x26a23332,0x71c23333
0,0,0x34e29086,0x00029086
23,14235,0x7a76eb2f,0x1a76eb30
79,47928,0x386b0f09,0x038b0f09
23,14478,0x45fec2b4,0x111ec2b4
20,12414,0x3c72f9bb,0x0792f9bb
0,0,0x34e29086,0x00029086
67,41118,0x27eea2ee,0x730ea2ef
155,93590,0x744d6831,0x746d6831
0,0,0x34e29086,0x00029086
155,93590,0x744d6831,0x746d6831
154,93590,0x744d6831,0x746d6831
0,0,0x34e29086,0x00029086
65,39458,0x1482336a,0x5fa2336b
18,10990,0x6a221fe6,0x35421fe6
20,12414,0x3c72f9bb,0x0792f9bb
57,34760,0x0a1ef8e2,0x553ef8e3
81,49037,0x3e04b1a3,0x0924b1a3
33,20002,0x44541921,0x0f741921
154,93590,0x744d6831,0x746d6831
152,92151,0x366bbda4,0x018bbda4
37,22877,0x21c912a7,0x21e912a7
37,22877,0x21c912a7,0x21e912a7
57,34760,0x0a1ef8e2,0x553ef8e3
73,44455,0x732c1eed,0x734c1eed
77,47110,0x1216c115,0x3216c115
39,23737,0x4c540908,0x17740908
73,44455,0x732c1eed,0x734c1eed
73,44455,0x732c1eed,0x734c1eed
46,28216,0x343b5040,0x7f5b503f
0,0,0x34e29086,0x00029086
154,93590,0x744d6831,0x746d6831
33,20002,0x44541921,0x0f741921
5,3048,0x6907d20c,0x3427d20c
37,22877,0x21c912a7,0x21e912a7
10,6524,0x08da93f9,0x53fa93fa
79,47928,0x386b0f09,0x038b0f09
5,3048,0x6907d20c,0x3427d20c
132,80310,0x43071991,0x0e271991
10,6524,0x08da93f9,0x53fa93fa
18,10990,0x6a221fe6,0x35421fe6
73,44455,0x732c1eed,0x734c1eed
0,0,0x34e29086,0x00029086
40,24379,0x3a4b3377,0x056b3377
46,28216,0x343b5040,0x7f5b503f
18,10990,0x6a221fe6,0x35421fe6
37,22877,0x21c912a7,0x21e912a7
154,93590,0x744d6831,0x746d6831
154,93590,0x744d6831,0x746d6831
0,0,0x34e29086,0x00029086
37,22877,0x21c912a7,0x21e912a7
37,22877,0x21c912a7,0x21e912a7
152,92151,0x366bbda4,0x018bbda4
152,92151,0x366bbda4,0x018bbda4
0,0,0x34e29086,0x00029086
0,0,0x34e29086,0x00029086
5,3048,0x6907d20c,0x3427d20c
154,93590,0x744d6831,0x746d6831
79,47928,0x386b0f09,0x038b0f09
80,49037,0x3e04b1a3,0x0924b1a3
33,20002,0x44541921,0x0f741921
5,3048,0x6907d20c,0x3427d20c
0,0,0x34e29086,0x00029086
0,0,0x34e29086,0x00029086
73,44455,0x732c1eed,0x734c1eed
154,93590,0x744d6831,0x746d6831
80,49037,0x3e04b1a3,0x0924b1a3
37,22877,0x21c912a7,0x21e912a7
41,24859,0x3d128bd3,0x08328bd3
73,44455,0x732c1eed,0x734c1eed
0,0,0x34e29086,0x00029086
154,93590,0x744d6831,0x746d6831
154,93590,0x744d6831,0x746d6831
20,12414,0x3c72f9bb,0x0792f9bb
81,49037,0x3e04b1a3,0x0924b1a3
5,3048,0x6907d20c,0x3427d20c
10,6524,0x08da93f9,0x53fa93fa
0,0,0x34e29086,0x00029086
41,24859,0x3d128bd3,0x08328bd3
18,10990,0x6a221fe6,0x35421fe6
13,8247,0x6a9dadfe,0x35bdadfe
73,44455,0x732c1eed,0x734c1eed
5,3048,0x6907d20c,0x3427d20c
0,0,0x34e29086,0x00029086
18,10990,0x6a221fe6,0x35421fe6
37,22877,0x21c912a7,0x21e912a7
154,93590,0x744d6831,0x746d6831
37,22877,0x21c912a7,0x21e912a7
81,49037,0x3e04b1a3,0x0924b1a3
59,35780,0x38b3bc6b,0x58b3bc6b
37,22877,0x21c912a7,0x21e912a7
10,6524,0x08da93f9,0x53fa93fa
68,41683,0x57efdd16,0x230fdd16
5,3048,0x6907d20c,0x3427d20c
154,93590,0x744d6831,0x746d6831
4,2838,0x56ae6ae0,0x76ae6ae0
154,93590,0x744d6831,0x746d6831
73,44455,0x732c1eed,0x734c1eed
10,6524,0x08da93f9,0x53fa93fa
154,93590,0x744d6831,0x746d6831
154,93590,0x744d6831,0x746d6831
10,6524,0x08da93f9,0x53fa93fa
98,59347,0x133efe71,0x5e5efe72
18,10990,0x6a221fe6,0x35421fe6
0,0,0x34e29086,0x00029086
79,47928,0x386b0f09,0x038b0f09
33,20002,0x44541921,0x0f741921
23,14402,0x01441d7b,0x4c641d7c
40,24379,0x3a4b3377,0x056b3377
154,93590,0x744d6831,0x746d6831
0,0,0x34e29086,0x00029086
41,24859,0x3d128bd3,0x08328bd3
33,20002,0x44541921,0x0f741921
154,93590,0x744d6831,0x746d6831
79,47928,0x386b0f09,0x038b0f09
0,0,0x60629085,0x00029086
132,80310,0x43071991,0x0e271991
46,28216,0x343b5040,0x7f5b503f
37,22877,0x21c912a7,0x21e912a7
10,6524,0x08da93f9,0x53fa93fa
5,3048,0x6907d20c,0x3427d20c
20,12414,0x3c72f9bb,0x0792f9bb
0,0,0x34e29086,0x00029086
41,24859,0x3d128bd3,0x08328bd3
23,14402,0x01441d7b,0x4c641d7c
73,44455,0x732c1eed,0x734c1eed
79,47928,0x386b0f09,0x038b0f09
67,41118,0x27eea2ee,0x730ea2ef
31,19015,0x374744ab,0x026744ab
73,44455,0x732c1eed,0x734c1eed
10,6524,0x08da93f9,0x53fa93fa
57,34760,0x0a1ef8e2,0x553ef8e3
154,93590,0x744d6831,0x746d6831
73,44455,0x732c1eed,0x734c1eed
61,36998,0x78092608,0x43292608
23,14478,0x45fec2b4,0x111ec2b4
33,20002,0x44541921,0x0f741921
10,6524,0x08da93f9,0x53fa93fa
65,39458,0x1482336a,0x5fa2336b
41,24859,0x3d128bd3,0x08328bd3
13,7985,0x4fdb2935,0x1afb2935
154,93590,0x744d6831,0x746d6831
5,3048,0x6907d20c,0x3427d20c
20,12414,0x3c72f9bb,0x0792f9bb
73,44455,0x732c1eed,0x734c1eed
61,36998,0x78092608,0x43292608
0,0,0x34e29086,0x00029086
0,0,0x34e29086,0x00029086
10,6524,0x08da93f9,0x53fa93fa
73,44455,0x732c1eed,0x734c1eed
154,93590,0x744d6831,0x746d6831
63,38461,0x7429bf2a,0x3f49bf2a
10,6524,0x08da93f9,0x53fa93fa
18,10990,0x6a221fe6,0x35421fe6
73,44455,0x732c1eed,0x734c1eed
46,28216,0x343b5040,0x7f5b503f
10,6524,0x08da93f9,0x53fa93fa
37,22877,0x21c912a7,0x21e912a7
132,80310,0x43071991,0x0e271991
73,44455,0x732c1eed,0x734c1eed
68,41683,0x57efdd16,0x230fdd16
154,93590,0x744d6831,0x746d6831
0,0,0x34e29086,0x00029086
73,44455,0x732c1eed,0x734c1eed
154,93590,0x744d6831,0x746d6831
20,12414,0x3c72f9bb,0x0792f9bb
10,6524,0x5c5a93fa,0x53fa93fa
37,22877,0x21c912a7,0x21e912a7
73,44455,0x732c1eed,0x734c1eed
151,91698,0x0d89ca68,0x58a9ca69
0,0,0x34e29086,0x00029086
37,22877,0x21c912a7,0x21e912a7
96,58623,0x1d7ca352,0x689ca353
0,0,0x34e29086,0x00029086
0,0,0x34e29086,0x00029086
0,0,0x34e29086,0x00029086
0,0,0x34e29086,0x00029086
67,41118,0x27eea2ee,0x730ea2ef
132,80310,0x43071991,0x0e271991
54,32845,0x6ea58261,0x2ea58262
18,10990,0x6a221fe6,0x35421fe6
154,93590,0x744d6831,0x746d6831
37,22877,0x21c912a7,0x21e912a7
33,20002,0x44541921,0x0f741921
101,61596,0x26a23332,0x71c23333
80,49037,0x3e04b1a3,0x0924b1a3
81,49037,0x3e04b1a3,0x0924b1a3
45,27681,0x45a64f31,0x10c64f31
65,39458,0x1482336a,0x5fa2336b
154,93590,0x744d6831,0x746d6831
5,3048,0x6907d20c,0x3427d20c
37,22877,0x21c912a7,0x21e912a7
37,22877,0x21c912a7,0x21e912a7
10,6524,0x08da93f9,0x53fa93fa
154,93590,0x744d6831,0x746d6831
0,0,0x34e29086,0x00029086
0,0,0x34e29086,0x00029086
154,93590,0x744d6831,0x746d6831
73,44455,0x732c1eed,0x734c1eed
155,93590,0x744d6831,0x746d6831
154,93590,0x744d6831,0x746d6831
37,22877,0x21c912a7,0x21e912a7
33,20002,0x44541921,0x0f741921
20,12414,0x3c72f9bb,0x0792f9bb
46,28216,0x343b5040,0x7f5b503f
5,3048,0x6907d20c,0x3427d20c
155,93590,0x744d6831,0x746d6831
155,93590,0x744d6831,0x746d6831
154,93590,0x744d6831,0x746d6831
150,91190,0x2eb4be57,0x6eb4be57
73,44455,0x732c1eed,0x734c1eed
101,61596,0x26a23332,0x71c23333
69,41683,0x57efdd16,0x230fdd16
81,49037,0x3e04b1a3,0x0924b1a3
10,6524,0x08da93f9,0x53fa93fa
89,54367,0x0fbf5062,0x5adf5063
20,12414,0x3c72f9bb,0x0792f9bb
73,44455,0x732c1eed,0x734c1eed
154,93590,0x744d6831,0x746d6831
10,6524,0x08da93f9,0x53fa93fa
0,0,0x34e29086,0x00029086
13,7985,0x4fdb2935,0x1afb2935
68,41118,0x27eea2ee,0x730ea2ef
33,20002,0x44541921,0x0f741921
154,93590,0x744d6831,0x746d6831
154,93590,0x744d6831,0x746d6831
73,44455,0x732c1eed,0x734c1eed
41,24859,0x3d128bd3,0x08328bd3
155,93590,0x744d6831,0x746d6831
21,12957,0x5562ee38,0x2082ee38
23,14478,0x45fec2b4,0x111ec2b4
67,41118,0x27eea2ee,0x730ea2ef
73,44455,0x732c1eed,0x734c1eed
152,92151,0x366bbda4,0x018bbda4
101,61596,0x26a23332,0x71c23333
0,0,0x34e29086,0x00029086
0,0,0x48629085,0x00029086
73,44455,0x732c1eed,0x734c1eed
154,93590,0x744d6831,0x746d6831
154,93590,0x744d6831,0x746d6831
0,0,0x34e29086,0x00029086
37,22877,0x21c912a7,0x21e912a7
37,22877,0x21c912a7,0x21e912a7
132,80310,0x43071991,0x0e271991
0,0,0x08629086,0x00029086
33,20002,0x44541921,0x0f741921
154,93590,0x744d6831,0x746d6831
73,44455,0x732c1eed,0x734c1eed
40,24302,0x549432fa,0x1fb432fa
154,93590,0x744d6831,0x746d6831
23,14478,0x45fec2b4,0x111ec2b4
73,44455,0x732c1eed,0x734c1eed
0,0,0x34e29086,0x00029086
152,92151,0x366bbda4,0x018bbda4
37,22877,0x21c912a7,0x21e912a7
67,41118,0x27eea2ee,0x730ea2ef
154,93590,0x744d6831,0x746d6831
154,93590,0x744d6831,0x746d6831
23,14478,0x45fec2b4,0x111ec2b4
154,93590,0x744d6831,0x746d6831
154,93590,0x744d6831,0x746d6831
73,44455,0x732c1eed,0x734c1eed
37,22877,0x21c912a7,0x21e912a7
80,49037,0x3e04b1a3,0x0924b1a3
23,14478,0x45fec2b4,0x111ec2b4
80,49037,0x3e04b1a3,0x0924b1a3
0,0,0x34e29086,0x00029086
37,22877,0x21c912a7,0x21e912a7
18,10990,0x6a221fe6,0x35421fe6
73,44455,0x732c1eed,0x734c1eed
37,22877,0x21c912a7,0x21e912a7
5,3048,0x6907d20c,0x3427d20c
132,80310,0x43071991,0x0e271991
73,44455,0x732c1eed,0x734c1eed
37,22877,0x21c912a7,0x21e912a7
0,0,0x34e29086,0x00029086
37,22877,0x21c912a7,0x21e912a7
5,3048,0x6907d20c,0x3427d20c
0,0,0x34e29086,0x00029086
101,61596,0x26a23332,0x71c23333
73,44455,0x732c1eed,0x734c1eed
0,0,0x34e29086,0x00029086
152,92151,0x366bbda4,0x018bbda4
73,44455,0x732c1eed,0x734c1eed
37,22877,0x21c912a7,0x21e912a7
37,22877,0x21c912a7,0x21e912a7
20,12414,0x3c72f9bb,0x0792f9bb
0,0,0x34e29086,0x00029086
0,0,0x34e29086,0x00029086
148,89928,0x0228fb16,0x4d48fb17
152,92151,0x366bbda4,0x018bbda4
154,93590,0x744d6831,0x746d6831
132,80310,0x43071991,0x0e271991
20,12414,0x3c72f9bb,0x0792f9bb
33,20002,0x44541921,0x0f741921
92,56165,0x7fdfce10,0x34bfce11
67,41118,0x27eea2ee,0x730ea2ef
132,80310,0x43071991,0x0e271991
0,0,0x34e29086,0x00029086
81,49037,0x3e04b1a3,0x0924b1a3
154,93590,0x744d6831,0x746d6831
37,22877,0x21c912a7,0x21e912a7
72,44227,0x3cb26032,0x07d26032
61,36998,0x78092608,0x43292608
73,44455,0x732c1eed,0x734c1eed
154,93590,0x744d6831,0x746d6831
0,0,0x34e29086,0x00029086
101,61596,0x26a23332,0x71c23333
0,0,0x34e29086,0x00029086
33,20002,0x44541921,0x0f741921
132,80310,0x43071991,0x0e271991
154,93590,0x744d6831,0x746d6831
68,41683,0x57efdd16,0x230fdd16
57,34760,0x0a1ef8e2,0x553ef8e3
152,92151,0x366bbda4,0x018bbda4
37,22877,0x21c912a7,0x21e912a7
67,41118,0x27eea2ee,0x730ea2ef
91,55596,0x317fea51,0x7c9fea52
37,22877,0x21c912a7,0x21e912a7
23,14402,0x01441d7b,0x4c641d7c
154,93590,0x744d6831,0x746d6831
20,12414,0x3c72f9bb,0x0792f9bb
10,6524,0x08da93f9,0x53fa93fa
73,44455,0x732c1eed,0x734c1eed
0,0,0x34e29086,0x00029086
79,47928,0x386b0f09,0x038b0f09
37,22877,0x21c912a7,0x21e912a7
67,41118,0x27eea2ee,0x730ea2ef
142,85952,0x3f68a7c3,0x7f68a7c3
89,54367,0x0fbf5062,0x5adf5063
67,41118,0x27eea2ee,0x730ea2ef
154,93590,0x744d6831,0x746d6831
154,93590,0x744d6831,0x746d6831
129,78458,0x4664a73b,0x1184a73b
0,0,0x34e29086,0x00029086
40,24302,0x549432fa,0x1fb432fa
37,22877,0x21c912a7,0x21e912a7
73,44455,0x732c1eed,0x734c1eed
23,14478,0x45fec2b4,0x111ec2b4
37,22877,0x21c912a7,0x21e912a7
154,93590,0x744d6831,0x746d6831
20,12414,0x3c72f9bb,0x0792f9bb
30,18186,0x0e9b05ce,0x4e9b05ce
154,93590,0x744d6831,0x746d6831
46,28216,0x343b5040,0x7f5b503f
0,0,0x34e29086,0x00029086
68,41118,0x27eea2ee,0x730ea2ef
154,93590,0x744d6831,0x746d6831
80,49037,0x3e04b1a3,0x0924b1a3
0,0,0x34e29086,0x00029086
23,14478,0x45fec2b4,0x111ec2b4
10,6524,0x08da93f9,0x53fa93fa
0,0,0x60629085,0x00029086
81,49037,0x3e04b1a3,0x0924b1a3
41,24859,0x3d128bd3,0x08328bd3
132,80310,0x43071991,0x0e271991
10,6524,0x08da93f9,0x53fa93fa
37,22877,0x21c912a7,0x21e912a7
78,47716,0x350a170f,0x002a170f
23,14478,0x45fec2b4,0x111ec2b4
73,44455,0x732c1eed,0x734c1eed
73,44455,0x732c1eed,0x734c1eed
0,0,0x34e29086,0x00029086
5,3048,0x6907d20c,0x3427d20c
155,93590,0x744d6831,0x746d6831
0,0,0x34e29086,0x00029086
73,44455,0x732c1eed,0x734c1eed
67,41118,0x27eea2ee,0x730ea2ef
5,3048,0x6907d20c,0x3427d20c
154,93590,0x744d6831,0x746d6831
41,24859,0x3d128bd3,0x08328bd3
41,24859,0x3d128bd3,0x08328bd3
97,59347,0x133efe71,0x5e5efe72
73,44455,0x732c1eed,0x734c1eed
0,0,0x34e29086,0x00029086
0,0,0x34e29086,0x00029086
37,22877,0x21c912a7,0x21e912a7
73,44455,0x732c1eed,0x734c1eed
151,92151,0x366bbda4,0x018bbda4
0,0,0x34e29086,0x00029086
68,41118,0x27eea2ee,0x730ea2ef
81,49037,0x3e04b1a3,0x0924b1a3
73,44455,0x732c1eed,0x734c1eed
0,0,0x34e29086,0x00029086
0,0,0x34e29086,0x00029086
97,59347,0x133efe71,0x5e5efe72
73,44455,0x732c1eed,0x734c1eed
102,61596,0x26a23332,0x71c23333
46,28089,0x10d83e52,0x5bf83e53
0,0,0x34e29086,0x00029086
37,22877,0x21c912a7,0x21e912a7
46,28216,0x343b5040,0x7f5b503f
152,92151,0x366bbda4,0x018bbda4
73,44455,0x732c1eed,0x734c1eed
10,6524,0x08da93f9,0x53fa93fa
81,49037,0x3e04b1a3,0x0924b1a3
154,93590,0x744d6831,0x746d6831
154,93590,0x744d6831,0x746d6831
68,41683,0x57efdd16,0x230fdd16
32,20002,0x44541921,0x0f741921
73,44455,0x732c1eed,0x734c1eed
101,61596,0x26a23332,0x71c23333
0,0,0x34e29086,0x00029086
70,42762,0x0eac6824,0x438c6824
154,93590,0x744d6831,0x746d6831
0,0,0x34e29086,0x00029086
23,14402,0x01441d7b,0x4c641d7c
5,3048,0x6907d20c,0x3427d20c
152,92151,0x366bbda4,0x018bbda4
80,49037,0x3e04b1a3,0x0924b1a3
0,0,0x34e29086,0x00029086
139,84539,0x4667d373,0x6667d373
0,0,0x34e29086,0x00029086
154,93590,0x744d6831,0x746d6831
